1,Шпик свиной сырокопчёный в/у,520;;;
2,Шпик свиной солёный в/у,435;;;
"3,Колбаса ""Московская"" в/у (говядина),1588";;;
"4,Сосиски ""Молочные"" в/у,1563";;;
5,Окорочок куриный (варёно-копчёный) в/у,702;;;
6,Курица-гриль (бедро, крыло, голень),580;;;
7,Курица-гриль (халяль),621;;;
8,Ребро свиное варено-копченое,600;;;
9,Плов из мяса птицы,610;;;
10,Плов из мяса свинины,550;;;
11,Рис с овощами,440;;;
"12,Пицца ""с колбасой и сыром"". 500гр,505";;;
13,Булочка с изюмом, 100 гр,35;;;
14,Булочка чесночная, 50 г,20;;;
"15,Булочка ""Дорожная"" (посыпушка) 110 гр,32";;;
16,Сосиска в тесте 120гр,108;;;
17,Пирожок печеный с картофелем 110 гр,50;;;
18,Пирожок печеный с капустой 110 гр,50;;;
19,Рогалик (сдоба с вареным сгущ.молоком),50;;;
20,Ватрушка с творогом 130 гр,60;;;
21,Пончик 1шт-40гр,30;;;
22,Сырник из творога 100 гр (2шт),121;;;
"23,Хлеб пшеничный ""Фунтик""1 сорт, 400 гр,39";;;
24,Хлеб пшеничный в/с, 650 гр,55;;;
25,Хлеб ржано-пшеничный, 750 гр,60;;;
26,Блинчик без начинки - 50гр,17;;;
27,Блинчик с творогом 1 шт - 100гр,65;;;
"28,Котлета ""Домашняя"" (свинина, говядина) п/ф ,82";;;
"29,Котлета ""Домашняя"" (свинина, говядина) жареная ,92";;;
"30,Пельмени ""Мясные"" (свинина)  п/ф,358";;;
"31,Пельмени ""Мясные"" жареные (свинина)  ,540";;;
"32,Пельмени ""Куриные""  из мяса птицы п/ф,394";;;
"33,Пельмени ""Куриные"" жареные из мяса птицы,585";;;
34,Беляш с мясом (свинина,говядина) 120гр,70;;;
35,Картофель отварной,245;;;
"36,Салат ""Морковь по-корейски"",323";;;
37,Салат из свежей б/к капусты,296;;;
"38,Салат ""Витаминный""(лук маринованный),210";;;
39,Салат из моркови с сыром, майонезом и чесноком,450;;;
;;;
